STOPID,STOP_NAME,CLEVERID,DIRECTION,TIMEPOINT,ROUTES_SER,ROUTES_COU,LATITUDE,LONGITUDE,MODE,SHELTER,STOP_TYPE,ON_AVWK_FY,OFF_AVWK_F,ON_AVWK__1,OFF_AVWK_1,AVGWKDY_DE
"S23910","HWY RT 51 AT LEWIS RUN RD",11215,"Inbound","01180","Y1, Y46",2,40.320871,-79.942055,"Bus","No Shelter","Bus Stop",4.69920967769,1.38259745881,"5","1",0.01
"S23915","HWY RT 51 AT LARGE VFD",11259,"Outbound","N","Y46",1,40.300518,-79.923513,"Bus","No Shelter","Bus Stop",0.204209472068,1.55131382163,"0","2",0
"S23940","HWY RT 51 AT MARYLEA DR",9702,"Inbound","N","Y1, Y46, Y49",3,40.370408,-79.982295,"Bus","No Shelter","Bus Stop",49.1585252243,3.51402495819,"49","4",0.03
"S23950","HWY RT 51 AT MAXWELL DR NS",18421,"Inbound","N","51, Y46",2,40.349599,-79.975865,"Bus","No Shelter","Bus Stop",2.93555173984,0.192914418678,"3","0",0
"S23960","HWY RT 51 AT MAXWELL DR FS",9591,"Outbound","N","51, Y46",2,40.350196,-79.976636,"Bus","No Shelter","Bus Stop",0.237420665679,1.91187467065,"0","2",0.02
"S23965","HWY RT 51 OPP PRIMANTI BROTHERS",10144,"Both","N","55, Y46",2,40.323862,-79.943218,"Bus","No Shelter","Bus Stop",1.56026972394,7.22765380185,"2","7",0.01
"S23970","HWY RT 51 AT NURNBERGER DR",9419,"Inbound","N","51, Y46",2,40.352258,-79.977543,"Bus","No Shelter","Bus Stop",5.78700997759,0.914379556318,"6","1",0
"S24000","HWY RT 51 AT OLD CLAIRTON RD FS (LARGE)",18434,"Outbound","N","Y46",1,40.294303,-79.918064,"Bus","No Shelter","Bus Stop",0.363511834318,2.38878875567,"0","2",0
"S24010","HWY RT 51 AT OLD CLAIRTON RD FS",9791,"Outbound","05033","Y1, Y46",2,40.34046,-79.964464,"Bus","No Shelter","Bus Stop",6.97146536506,61.258307667,"7","61",0.03
"S24013","HWY RT 51 AT PEP BOYS",9813,"Outbound","N","Y46",1,40.337971,-79.952661,"Bus","No Shelter","Bus Stop",5.45406810894,11.1867817319,"5","11",0.02
"S24015","HWY RT 51 AT PETERS CREEK RD",11207,"Inbound","N","Y46",1,40.292323,-79.915259,"Bus","No Shelter","Bus Stop",1.9303124659,1.36521710472,"2","1",0.01
"S24025","HWY RT 51 AT PIZZA HUT",9701,"Inbound","N","Y46, Y49",2,40.367969,-79.983508,"Bus","No Shelter","Bus Stop",18.8500365189,3.45883230124,"19","3",0.03
"S24050","HWY RT 51 AT MONRO MUFFLER",11274,"Both","N","55, Y46",2,40.331322,-79.945837,"Bus","No Shelter","Bus Stop",21.0556010925,10.3965123049,"21","10",0.03
"S24060","HWY RT 51 AT #2790",9648,"Outbound","N","Y46, Y49",2,40.378299,-79.98994,"Bus","No Shelter","Bus Stop",1.36861681955,2.32086889063,"1","2",0
"S24070","HWY RT 51 AT #2859",9695,"Inbound","N","Y46, Y49",2,40.377659,-79.987182,"Bus","No Shelter","Bus Stop",3.85437118507,1.01464610702,"4","1",0
"S24080","HWY RT 51 AT #4720",10034,"Outbound","N","51, Y46",2,40.354253,-79.978928,"Bus","No Shelter","Bus Stop",0.521696880684,1.40959126598,"1","1",0
"S24100","HWY RT 51 AT SOUTH MALL ENTRANCE DR",9607,"Both","00678","55, Y46",2,40.335015,-79.946748,"Bus","No Shelter","Bus Stop",14.5663864851,10.7786868051,"15","11",0.02
"S24110","HWY RT 51 AT SOUTHLAND SHOPPING CTR ENTRANC",9606,"Both","N","55, Y46",2,40.332268,-79.945857,"Bus","No Shelter","Bus Stop",14.8215248933,36.4045614179,"15","36",0.04
"S24150","HWY RT 51 AT STEWART AVE",9647,"Outbound","N","Y46, Y49",2,40.378633,-79.993256,"Bus","No Shelter","Bus Stop",0.865632203947,1.64152157432,"1","2",0
"S24160","HWY RT 51 AT STILLEY RD",9423,"Inbound","N","51, Y46",2,40.361101,-79.982358,"Bus","No Shelter","Bus Stop",6.60833445658,2.56565295395,"7","3",0.01
"S24190","HWY RT 51 AT STREETS RUN RD",9417,"Inbound","10002","51, Y46",2,40.346253,-79.973255,"Bus","No Shelter","Bus Stop",14.4981006519,3.00347749112,"14","3",0.02
"S24200","HWY RT 51 AT STREETS RUN RD",9592,"Outbound","20120","51, Y46",2,40.346337,-79.973565,"Bus","No Shelter","Bus Stop",2.10784757379,15.2039445039,"2","15",0.01
"S24260","HWY RT 51 AT #3500",9651,"Outbound","N","Y46, Y49",2,40.373122,-79.982176,"Bus","No Shelter","Bus Stop",1.75337533758,2.41359196404,"2","2",0
"S24280","HWY RT 51 OPP BEALL DR",9589,"Outbound","N","51, Y46",2,40.355539,-79.979745,"Bus","No Shelter","Bus Stop",1.6792414089,4.35679417881,"2","4",0.02
"S24285","HWY RT 51 OPP BLUE FLAME",11212,"Inbound","N","Y46",1,40.305119,-79.933799,"Bus","No Shelter","Bus Stop",0.0891411031454,0.71599979269,"0","1",0
"S24300","HWY RT 51 OPP CLOVERLEAF TOWERS",9596,"Outbound","N","51, Y1, Y46",3,40.34206,-79.966768,"Bus","No Shelter","Bus Stop",4.61764465967,38.7851055394,"5","39",0.02
"S24340","HWY RT 51 OPP E BRUCETON RD",10145,"Both","N","55, Y1, Y46",3,40.328409,-79.944779,"Bus","No Shelter","Bus Stop",31.6762263999,15.0653521994,"32","15",0.04
"S24350","HWY RT 51 OPP ELLIOTT RD",11213,"Inbound","N","Y46",1,40.310551,-79.93734,"Bus","PAAC","Bus Stop with PAAC Shelter",2.01351063552,1.09875274528,"2","1",0.02
"S24355","HWY RT 51 AT #2850",9649,"Outbound","N","Y46, Y49",2,40.377561,-79.987516,"Bus","No Shelter","Bus Stop",0.573995261241,3.25811409482,"1","3",0
"S24360","HWY RT 51 OPP FIDELITY DR",9595,"Outbound","N","51, Y46",2,40.342926,-79.968963,"Bus","No Shelter","Bus Stop",0.437800851239,1.21021909587,"0","1",0
"S24390","HWY RT 51 OPP GLEN ELM DR",9422,"Inbound","N","51, Y1, Y46",3,40.356603,-79.98019,"Bus","No Shelter","Bus Stop",29.0916627162,3.11380158418,"29","3",0.03
"S24420","HWY RT 51 OPP GRACE ST",9416,"Inbound","N","51, Y1, Y46",3,40.344063,-79.971452,"Bus","No Shelter","Bus Stop",72.1155663872,4.45622651606,"72","4",0.02
"S24430","HWY RT 51 AT PETCO DRIVEWAY",9733,"Inbound","N","Y46",1,40.338305,-79.95297,"Bus","No Shelter","Bus Stop",12.3359265571,10.3651147373,"12","10",0.02
"S24470","HWY RT 51 OPP JEFFERSON VETERINARY CLINIC",15463,"Inbound","N","Y46",1,40.3011,-79.928784,"Bus","No Shelter","Bus Stop",0,0.00997347480106,"0","0",0
"S24480","HWY RT 51 OPP LEWIS RUN RD",11254,"Outbound","20041","Y1, Y46",2,40.321534,-79.942487,"Bus","No Shelter","Bus Stop",0.823835598756,4.85560611107,"1","5",0.01
"S24495","HWY RT 51 AT PRIMANTI BROTHERS",10222,"Both","N","55, Y46",2,40.323516,-79.943396,"Bus","No Shelter","Bus Stop",5.18018510764,1.93810721582,"5","2",0
"S24515","HWY RT 51 OPP OLD CLAIRTON RD",11208,"Inbound","N","Y46",1,40.294465,-79.917752,"Bus","No Shelter","Bus Stop",2.16629281883,0.182556663322,"2","0",0.01
"S24525","HWY RT 51 AT #4040",9653,"Outbound","N","Y46, Y49",2,40.36789,-79.983805,"Bus","No Shelter","Bus Stop",5.16010396484,15.7167981042,"5","16",0.01
"S24550","HWY RT 51 OPP #4720",9420,"Inbound","N","51, Y46",2,40.354064,-79.978455,"Bus","No Shelter","Bus Stop",0.746053447417,0.454938855469,"1","0",0
"S24590","HWY RT 51 OPP STILLEY RD",9587,"Outbound","N","51, Y46",2,40.361377,-79.982776,"Bus","No Shelter","Bus Stop",2.22947499814,5.46515559419,"2","5",0.03
"S24630","HWY RT 51 OPP #3500",9703,"Inbound","N","Y46, Y49",2,40.372672,-79.981846,"Bus","No Shelter","Bus Stop",1.19001758893,0.845332054794,"1","1",0
"S25098","HWY RT 885 AT GORDONS LN",10215,"Outbound","N","Y47, Y49",2,40.335885,-79.936905,"Bus","No Shelter","Bus Stop",0.0372021095184,1.14659604398,"0","1",0
"S25099","HWY RT 885 AT LEWIS RUN RD",10078,"Inbound","N","Y47, Y49",2,40.332363,-79.933745,"Bus","No Shelter","Bus Stop",5.38642415713,0.335518418101,"5","0",0
"S25109","HWY RT 885 OPP HUSTON DR",10214,"Outbound","N","Y47, Y49",2,40.338377,-79.937929,"Bus","No Shelter","Bus Stop",0.0248484848485,1.02403045055,"0","1",0
"S25140","HWY RT 885 OPP GORDONS LN",10130,"Inbound","N","Y47, Y49",2,40.336165,-79.936721,"Bus","No Shelter","Bus Stop",0.824139860007,0.00851063829787,"1","0",0
"S25160","HWY RT 885 AT HUSTON DR",10131,"Inbound","N","Y47, Y49",2,40.338249,-79.937615,"Bus","No Shelter","Bus Stop",0.856064688881,0.0387122928606,"1","0",0
"S25165","HWY RT 885 AT LEBANON CHURCH RD FS",12055,"Inbound","N","59",1,40.348309,-79.939169,"Bus","Lamar","Bus Stop with Non-PAAC Shelter",1.27377213663,4.77502072907,"1","5",0
"S25170","HWY RT 885 AT LEWIS RUN RD NS",12059,"Outbound","N","Y47, Y49",2,40.332834,-79.934344,"Bus","No Shelter","Bus Stop",0.723613552447,4.71724783655,"1","5",0.01
"S25460","INTERBORO AVE AT BRIERLY LN",11626,"Inbound","N","53, 53L",2,40.376659,-79.90929,"Bus","No Shelter","Bus Stop",4.32886217271,0.871906517365,"4","1",0
"S25470","INTERBORO AVE AT LEASIDE DR",11056,"Outbound","N","53, 53L",2,40.372259,-79.912413,"Bus","No Shelter","Bus Stop",0.132540096172,3.92998827405,"0","4",0.01
"S25480","INTERBORO AVE AT LEASIDE DR #1 (MIFFLIN)",11622,"Inbound","01017","53, 53L",2,40.370076,-79.912786,"Bus","No Shelter","Bus Stop",13.488684805,3.26266906258,"13","3",0.05
"S25490","INTERBORO AVE AT LEASIDE DR #2",11623,"Inbound","N","53, 53L",2,40.37174,-79.912367,"Bus","No Shelter","Bus Stop",5.08165361892,0.243428873885,"5","0",0
"S25510","INTERBORO AVE AT LINDBERG AVE FS",11054,"Outbound","N","53, 53L",2,40.375434,-79.910492,"Bus","No Shelter","Bus Stop",1.49492569313,3.79880535141,"1","4",0
"S25520","INTERBORO AVE AT MIFFLIN RD",11057,"Outbound","05045","53, 53L",2,40.369947,-79.912972,"Bus","No Shelter","Bus Stop",3.03898874092,13.2189743577,"3","13",0.06
"S25530","INTERBORO AVE AT PLAPORT ST",11055,"Outbound","N","53, 53L",2,40.373819,-79.911868,"Bus","No Shelter","Bus Stop",0.537174419933,3.34020759989,"1","3",0
"S25570","INTERBORO AVE OPP LINDBERG AVE",11625,"Inbound","N","53, 53L",2,40.375386,-79.91027,"Bus","No Shelter","Bus Stop",5.26600311034,0.803532749223,"5","1",0.01
"S25580","INTERBORO AVE OPP PLAPORT ST",11624,"Inbound","N","53, 53L",2,40.373708,-79.91188,"Bus","No Shelter","Bus Stop",3.01539719481,0.350607980172,"3","0",0
"S25590","IRVINE ST AT BERWICK ST",12080,"Inbound","N","56",1,40.413061,-79.945108,"Bus","No Shelter","Bus Stop",10.0139510781,3.93186542206,"10","4",0
"S25600","SECOND AVE AT HAZELWOOD AVE",12106,"Outbound","N","56",1,40.41157,-79.944928,"Bus","No Shelter","Bus Stop",5.61662921989,17.4710228165,"6","17",0.05
"S25610","IRVINE ST AT MOBILE ST",12082,"Inbound","N","56",1,40.41593,-79.946561,"Bus","No Shelter","Bus Stop",1.53254021845,0.135136145596,"2","0",0
"S25660","IRVINE ST AT TULLYMET ST",12081,"Inbound","N","56",1,40.414524,-79.945858,"Bus","No Shelter","Bus Stop",3.18400216728,0.728936669472,"3","1",0
"S25670","IRVINE ST OPP BERWICK ST",12105,"Outbound","N","56",1,40.413154,-79.94534,"Bus","No Shelter","Bus Stop",3.31641433645,12.8380528147,"3","13",0
"S25680","IRVINE ST OPP MOBILE ST",12103,"Outbound","N","56",1,40.416101,-79.946837,"Bus","No Shelter","Bus Stop",0.194882297717,1.95591005431,"0","2",0
"S25850","JACKS RUN RD AT RAINBOW SHOPPING CTR ENTRANCE",11178,"Outbound","02158","P76",1,40.33822,-79.806562,"Bus","No Shelter","Bus Stop",0.388532188604,26.6955313105,"0","27",0
"S26920","JOSEPHINE ST AT S 26TH ST",4809,"Inbound","N","48",1,40.424097,-79.969789,"Bus","No Shelter","Bus Stop",11.825989686,1.73685663839,"12","2",0
"S26940","JOSEPHINE ST AT BARRY ST",4859,"Outbound","N","48",1,40.42382,-79.969112,"Bus","No Shelter","Bus Stop",2.42518327863,10.7128260596,"2","11",0.03
"S26950","JOSEPHINE ST AT #3033",4806,"Inbound","N","48",1,40.421889,-79.964956,"Bus","No Shelter","Bus Stop",2.22868018644,0.88284227997,"2","1",0.01
"S26960","JOSEPHINE ST AT #3141",4805,"Inbound","N","48",1,40.420659,-79.963961,"Bus","No Shelter","Bus Stop",1.15461307415,0.0684367083513,"1","0",0.01
"S26980","JOSEPHINE ST AT #3203",4804,"Inbound","N","48",1,40.419911,-79.964252,"Bus","No Shelter","Bus Stop",2.84491231877,0.103992056972,"3","0",0
"S26990","JOSEPHINE ST AT #3237",4803,"Inbound","N","48",1,40.418887,-79.96463,"Bus","No Shelter","Bus Stop",4.52276706028,1.05835213985,"5","1",0
"S27000","JOSEPHINE ST AT SALISBURY ST FS",19370,"Outbound","22022","48",1,40.417908,-79.967012,"Bus","No Shelter","Bus Stop",2.58548755088,12.9058061173,"3","13",0.01
"S27020","JOSEPHINE ST OPP BARRY ST",4808,"Inbound","N","48",1,40.423847,-79.968882,"Bus","No Shelter","Bus Stop",17.006042073,3.7242849977,"17","4",0.04
"S27030","JOSEPHINE ST OPP #3033",4861,"Outbound","N","48",1,40.421816,-79.965112,"Bus","No Shelter","Bus Stop",0.529415134782,7.50705310397,"1","8",0
"S27040","JOSEPHINE ST OPP #3201",19666,"Outbound","N","48",1,40.42015,-79.964276,"Bus","No Shelter","Bus Stop",1.02697284422,6.64140939266,"1","7",0.02
"S27050","JOSEPHINE ST OPP #3237",4863,"Outbound","N","48",1,40.419183,-79.96468,"Bus","No Shelter","Bus Stop",0.575367767529,3.36207569693,"1","3",0
"S27060","JOSEPHINE ST OPP SALISBURY ST",4802,"Inbound","04007","48",1,40.418049,-79.96682,"Bus","No Shelter","Bus Stop",25.5506335148,0.845770784617,"26","1",0.03
"S27070","JOSEPHINE ST OPP TELESCOPE ST",4807,"Inbound","N","48",1,40.42285,-79.966714,"Bus","No Shelter","Bus Stop",5.70452332158,0.524037559589,"6","1",0
"S27203","KEEPORT DR AT #5407",12357,"Inbound","N","Y47",1,40.33953,-79.98018,"Bus","No Shelter","Bus Stop",23.6021711109,5.22930999997,"24","5",0.01
"S27205","KEEPORT DR AT TRAVIS DR FS",20243,"Inbound","N","Y47",1,40.338259,-79.979024,"Bus","No Shelter","Bus Stop",43.288805986,9.66545752385,"43","10",0.03
"S27207","KEEPORT DR AT YOUNGRIDGE DR",10005,"Inbound","N","Y47",1,40.340737,-79.981158,"Bus","No Shelter","Bus Stop",41.4656102157,9.00051908011,"41","9",0.02
"S27210","KEEPORT DR OPP YOUNGRIDGE DR",9765,"Outbound","N","Y47",1,40.340922,-79.981266,"Bus","No Shelter","Bus Stop",5.9295184219,29.3096096505,"6","29",0.02
"S27213","KEEPORT DR AT TRAVIS DR",9767,"Outbound","N","Y47",1,40.338294,-79.979184,"Bus","No Shelter","Bus Stop",7.0712383274,24.9644200521,"7","25",0.04
"S27215","KEEPORT DR AT #5402",9766,"Outbound","N","Y47",1,40.339526,-79.980337,"Bus","No Shelter","Bus Stop",5.07799699977,20.0669343923,"5","20",0
"S27220","KEEPORT DR AT KNOEDLER RD",12358,"Inbound","05050","Y47",1,40.341751,-79.981142,"Bus","No Shelter","Bus Stop",64.6016838481,20.4724191902,"65","20",0.05
"S27260","KENNEDY AVE AT AURILES ST",18413,"Outbound","N","59",1,40.370515,-79.852583,"Bus","No Shelter","Bus Stop",6.59668776215,8.69912873652,"7","9",0
"S27280","KENNEDY AVE AT CATHERINE ST",11777,"Both","N","52L, 59",2,40.369678,-79.853562,"Bus","No Shelter","Bus Stop",3.13234062396,4.75453481236,"3","5",0
"S27290","KENNEDY AVE AT DELL ST",16620,"Both","N","52L, 59",2,40.366524,-79.857235,"Bus","No Shelter","Bus Stop",6.30128746622,2.25515044106,"6","2",0
"S27300","KENNEDY AVE AT MIFFLIN ST",11686,"Both","N","52L, 59",2,40.366195,-79.857644,"Bus","No Shelter","Bus Stop",0,0,"No Data","No Data",0.01
"S27310","KENNEDY AVE AT PETER ST",11685,"Both","N","52L, 59",2,40.367626,-79.855849,"Bus","No Shelter","Bus Stop",6.89002294052,4.41082856156,"7","4",0.01
"S27320","KENNEDY AVE AT PETER ST",11775,"Both","N","52L, 59",2,40.3674,-79.855899,"Bus","No Shelter","Bus Stop",2.84792834371,6.59516028321,"3","7",0
"S27330","KENNEDY AVE AT WILMOT ST",11684,"Both","N","52L, 59",2,40.368915,-79.854454,"Bus","No Shelter","Bus Stop",13.7012981386,5.54077376196,"14","6",0.02
"S27340","KENNEDY AVE OPP DELL ST",11774,"Both","N","52L, 59",2,40.36638,-79.857311,"Bus","No Shelter","Bus Stop",0.46232255667,2.30924820932,"0","2",0
"S27350","KENNEDY AVE OPP WILMOT ST",11776,"Both","N","52L, 59",2,40.368706,-79.854516,"Bus","No Shelter","Bus Stop",5.28071171829,11.2409569451,"5","11",0.05
"S27380","KENNYWOOD BLVD AT GLENN ST",10894,"Inbound","N","61C, P7",2,40.390565,-79.868951,"Bus","No Shelter","Bus Stop",22.5115942956,4.17068028083,"23","4",0.01
"S27390","KENNYWOOD BLVD AT GLENN ST",10977,"Outbound","N","61C, P7",2,40.39066,-79.86941,"Bus","No Shelter","Bus Stop",3.51091408075,19.4994345522,"4","19",0.02
"S27400","KENNYWOOD BLVD AT GLENCAIRN ST FS",18176,"Inbound","N","61C, P7",2,40.389343,-79.867898,"Bus","No Shelter","Bus Stop",2.32803436763,1.48776228528,"2","1",0.01
"S27410","KENNYWOOD BLVD AT GLENCAIRN ST",10978,"Outbound","N","61C, P7",2,40.389215,-79.868199,"Bus","No Shelter","Bus Stop",0.788237317945,2.24850529209,"1","2",0.02
"S27450","KENNYWOOD BLVD AT #4000",10895,"Inbound","N","61C, P7",2,40.393019,-79.870105,"Bus","No Shelter","Bus Stop",2.39194351914,0.0769033451649,"2","0",0.01
"S27460","KENNYWOOD BLVD AT #4000",10976,"Outbound","N","61C, P7",2,40.393039,-79.870519,"Bus","No Shelter","Bus Stop",0.0598363043213,1.48684199975,"0","1",0
"S27480","KENNYWOOD BLVD AT HOFFMAN BLVD",10979,"Outbound","20020","61C, P7",2,40.384928,-79.862996,"Bus","Lamar","Bus Stop with Non-PAAC Shelter",23.8015393584,91.5957637606,"24","92",0.15
"S27490","KENNYWOOD BLVD OPP MIFFLIN ST",18177,"Inbound","N","61C, P7",2,40.402229,-79.881031,"Bus","Lamar","Bus Stop with Non-PAAC Shelter",17.1892412794,8.71191098046,"17","9",0.06
"S27500","KENNYWOOD BLVD AT MIFFLIN ST",10975,"Outbound","N","61C, P7",2,40.401471,-79.880951,"Bus","No Shelter","Bus Stop",8.02109459113,11.5183864184,"8","12",0.04
"S27530","KENNYWOOD BLVD OPP HOFFMAN BLVD",10892,"Inbound","05024","61C, P7",2,40.384952,-79.862446,"Bus","No Shelter","Bus Stop",54.790904934,29.3860041516,"55","29",0.2
"S27540","KENNYWOOD MALL DR AT HOFFMAN BLVD",12589,"Both","N","59",1,40.382424,-79.868773,"Bus","No Shelter","Bus Stop",0,0,"No Data","No Data",0
"S27545","KENNYWOOD MALL FIRE LANE AT GIANT EAGLE",11670,"Both","01171","59",1,40.383909,-79.868202,"Bus","No Shelter","Bus Stop",56.0320493006,52.8212302811,"56","53",0.22
"S27546","KENNYWOOD MALL FIRE LANE AT HOLLYWOOD VIDEO",11791,"Both","N","59",1,40.383735,-79.86709,"Bus","No Shelter","Bus Stop",5.38204605017,14.9377917041,"5","15",0.35
"S27547","KENNYWOOD MALL FIRE LANE AT KENNYWOOD MALL MAIN EN",11671,"Both","N","59",1,40.383084,-79.868222,"Bus","No Shelter","Bus Stop",0.72723040629,0.863317125375,"1","1",0.01
"S27560","KNOEDLER RD AT BROWNSVILLE RD",9664,"Inbound","N","Y47",1,40.341683,-79.984608,"Bus","No Shelter","Bus Stop",11.69806133,2.24556859486,"12","2",0
"S27570","KNOEDLER RD AT BROWNSVILLE RD FS",18848,"Outbound","N","Y47",1,40.34154,-79.984602,"Bus","No Shelter","Bus Stop",1.22574604656,16.0286947819,"1","16",0.01
"S27590","KNOEDLER RD AT KEEPORT DR",9665,"Outbound","05052","Y47",1,40.341949,-79.981591,"Bus","Lamar","Bus Stop with Non-PAAC Shelter",16.7392372845,43.3775605289,"17","43",0
"S27594","KNOEDLER RD OPP MERRYHEART HOME (#100)",16403,"Inbound","N","Y47",1,40.341892,-79.983456,"Bus","No Shelter","Bus Stop",5.93851642977,2.87556957778,"6","3",0.02
"S27680","KNOX AVE AT ROCHELLE ST",2675,"Outbound","N","44",1,40.415164,-79.990677,"Bus","No Shelter","Bus Stop",1.01689043279,6.81536256187,"1","7",0.11
"S27705","LAUREL DR AT CURRY RD",20231,"Outbound","N","Y45",1,40.34429,-79.99229,"Bus","No Shelter","Bus Stop",0,0.822797764412,"0","1",0
"S27810","LEBANON CHURCH RD AT CAMP HOLLOW RD",12038,"Outbound","00959","59",1,40.350118,-79.927326,"Bus","No Shelter","Bus Stop",2.63756895866,0.42986053135,"3","0",0
"S27870","LEBANON CHURCH RD AT COUNTY AIRPORT ENTRANCE",12053,"Inbound","05014","59",1,40.350429,-79.926712,"Bus","No Shelter","Bus Stop",0.612339809493,3.66336181783,"1","4",0
"S27880","LEBANON CHURCH RD AT CURRY HOLLOW RD",12025,"Both","N","53, 53L, 59",3,40.350467,-79.924741,"Bus","No Shelter","Bus Stop",2.40761079489,0.176411894963,"2","0",0
"S27900","LEBANON CHURCH RD AT POLK AVE",11015,"Inbound","N","56, 59",2,40.354144,-79.911689,"Bus","No Shelter","Bus Stop",3.84162628753,0.588265226625,"4","1",0.01
"S27990","LEBANON CHURCH RD AT PGH-MCKEESPORT BLVD FS",11009,"Inbound","N","56, 59",2,40.355886,-79.899822,"Bus","Lamar","Bus Stop with Non-PAAC Shelter",13.1363290813,3.97037293112,"13","4",0.09
"S28000","LEBANON CHURCH RD AT PGH-MCKEESPORT BLVD",10937,"Outbound","N","56, 59",2,40.355805,-79.899748,"Bus","No Shelter","Bus Stop",3.43904620314,12.2908360823,"3","12",0.03
"S28020","LEBANON CHURCH RD AT PLEASANT ST",11010,"Inbound","N","56, 59",2,40.35371,-79.901524,"Bus","No Shelter","Bus Stop",3.54535584509,1.16842841565,"4","1",0
"S28030","LEBANON CHURCH RD AT PLEASANT HILLS BLVD",9974,"Inbound","N","51, Y47",2,40.344929,-79.96114,"Bus","No Shelter","Bus Stop",0.985084858562,0.263650490566,"1","0",0.02
"S28050","LEBANON CHURCH RD OPP REGIS AVE",18844,"Inbound","N","51, Y47",2,40.347858,-79.951493,"Bus","No Shelter","Bus Stop",12.1201281587,1.32968176493,"12","1",0.03
"S28060","LEBANON CHURCH RD AT REGIS AVE",10038,"Outbound","N","51, Y47",2,40.347316,-79.952377,"Bus","No Shelter","Bus Stop",0.627516700767,10.90729813,"1","11",0
"S28080","LEBANON CHURCH RD AT RODEO DR",10930,"Both","N","53, 53L, 59",3,40.352823,-79.917399,"Bus","No Shelter","Bus Stop",0.0311111111111,0.202580362387,"0","0",0.01
"S28150","LEBANON CHURCH RD AT #4220",10934,"Outbound","N","56, 59",2,40.352123,-79.907224,"Bus","No Shelter","Bus Stop",0.890424887437,0.207627830324,"1","0",0
"S28190","LEBANON CHURCH RD AT #4512",10935,"Outbound","N","56, 59",2,40.352284,-79.90317,"Bus","No Shelter","Bus Stop",1.09646924797,1.38977994046,"1","1",0
"S28220","LEBANON CHURCH RD AT VINDALE DR FS",11017,"Both","N","53, 53L, 59",3,40.353865,-79.915257,"Bus","No Shelter","Bus Stop",0.0672873925436,0.230280125787,"0","0",0
"S28250","LEBANON CHURCH RD AT WILSON ST",11013,"Inbound","N","56, 59",2,40.352389,-79.906911,"Bus","No Shelter","Bus Stop",0.339988343541,0.778068914791,"0","1",0.02
"S28300","LEBANON CHURCH RD OPP POLK AVE",10932,"Outbound","N","56, 59",2,40.354066,-79.91214,"Bus","No Shelter","Bus Stop",2.47315671854,8.28133870556,"2","8",0.01
"S28360","LEBANON CHURCH RD AT OTT DR FS",10035,"Outbound","N","51, Y47",2,40.34251,-79.96458,"Bus","No Shelter","Bus Stop",3.72911586619,8.16122385886,"4","8",0
"S28380","LEBANON CHURCH RD OPP PLEASANT ST",10936,"Outbound","N","56, 59",2,40.35366,-79.901392,"Bus","No Shelter","Bus Stop",1.10693452399,4.59909438563,"1","5",0.02
"S28470","LEBANON CHURCH RD AT #4513",11011,"Inbound","N","56, 59",2,40.352319,-79.90345,"Bus","No Shelter","Bus Stop",1.16012901635,0.783058003694,"1","1",0
"S28690","LEBANON RD AT NOBLE DR",9618,"Outbound","04650","51, 53L, 55",3,40.362014,-79.932175,"Bus","No Shelter","Bus Stop",0.341088304741,19.4386987032,"0","19",0.05
"S28850","LEBANON RD OPP NOBLE DR FS (HARLEY DAVIDSON)",17657,"Inbound","04660","51, 53L, 55",3,40.360814,-79.933145,"Bus","No Shelter","Bus Stop",67.0633254862,1.36174082072,"67","1",0.02
"S29243","LIBRARY PL AT DUQUESNE BLVD",10991,"Both","N","59, 61C",2,40.371695,-79.843903,"Bus","No Shelter","Bus Stop",7.94501766803,15.2564774707,"8","15",0.01
"S29245","LIBRARY PL AT DUQUESNE BLVD FS",19388,"Both","05059","59, 61C, P7",3,40.371753,-79.844099,"Bus","PAAC","Bus Stop with PAAC Shelter",43.5365551749,4.83458224063,"44","5",0.01
"S29255","LIBRARY PL AT 1ST ST",18175,"Both","00067","52L",1,40.371653,-79.844542,"Bus","No Shelter","Bus Stop",7.67274890153,4.5738530515,"8","5",0.02
"S30210","GARDENVILLE RD OPP BLOSSOM DR",18873,"Outbound","N","Y45",1,40.342681,-80.00562,"Bus","No Shelter","Bus Stop",0,2.43642295548,"0","2",0
"S30240","LONG RUN RD AT COOLSPRINGS RD",10593,"Outbound","N","P76",1,40.333059,-79.813626,"Bus","No Shelter","Bus Stop",0.133923801705,1.59607288926,"0","2",0
"S30245","LONG RUN RD OPP COOLSPRINGS RD",11126,"Inbound","N","P76",1,40.332681,-79.81357,"Bus","No Shelter","Bus Stop",1.99171969225,0.0685176033924,"2","0",0
"S30255","LONG RUN RD OPP OLD LONG RUN RD NS",20219,"Inbound","N","P76",1,40.32196,-79.825768,"Bus","No Shelter","Bus Stop",0.0497872685279,0,"0","0",0
"S30257","LONG RUN RD AT OLD LONG RUN RD FS",20222,"Outbound","N","P76",1,40.32215,-79.825857,"Bus","No Shelter","Bus Stop",0.00910910910911,0.184134263984,"0","0",0
"S30270","LONG RUN RD AT SUNSET DR",10518,"Outbound","N","P76",1,40.335134,-79.811572,"Bus","No Shelter","Bus Stop",0.0284507042254,1.12244556654,"0","1",0
"S30280","LONG RUN RD OPP SUNSET DR",11127,"Inbound","N","P76",1,40.334944,-79.811511,"Bus","No Shelter","Bus Stop",1.16105102534,0.153754325474,"1","0",0
